t,hid,x,y,r
8.440,10,10.0000,-8.6331,0.305
8.440,11,10.8200,-3.3592,0.275
8.440,12,11.6400,-5.9108,0.320
8.440,13,12.4600,2.2221,0.266
8.440,14,13.2800,2.2853,0.318
8.440,15,14.1000,2.0535,0.295
8.480,0,1.8000,-0.0807,0.299
8.480,1,2.6200,-5.6475,0.289
8.480,2,3.4400,-4.8683,0.267
8.480,3,4.2600,-2.6469,0.276
8.480,4,5.0800,1.5537,0.329
8.480,5,5.9000,0.1743,0.307
8.480,6,6.7200,2.3331,0.328
8.480,7,7.5400,1.7255,0.305
8.480,8,8.3600,5.5530,0.282
8.480,9,9.1800,-2.0606,0.278
8.480,10,10.0000,-8.7040,0.305
8.480,11,10.8200,-3.4046,0.275
8.480,12,11.6400,-5.9686,0.320
8.480,13,12.4600,2.2507,0.266
8.480,14,13.2800,2.3240,0.318
8.480,15,14.1000,2.0413,0.295
8.520,0,1.8000,-0.0546,0.299
8.520,1,2.6200,-5.7037,0.289
8.520,2,3.4400,-4.9228,0.267
8.520,3,4.2600,-2.6897,0.276
8.520,4,5.0800,1.5962,0.329
8.520,5,5.9000,0.2153,0.307
8.520,6,6.7200,2.3658,0.328
8.520,7,7.5400,1.7664,0.305
8.520,8,8.3600,5.6118,0.282
8.520,9,9.1800,-2.1073,0.278
8.520,10,10.0000,-8.7753,0.305
8.520,11,10.8200,-3.4502,0.275
8.520,12,11.6400,-6.0267,0.320
8.520,13,12.4600,2.2795,0.266
8.520,14,13.2800,2.3629,0.318
8.520,15,14.1000,2.0289,0.295
8.560,0,1.8000,-0.0282,0.299
8.560,1,2.6200,-5.7603,0.289
8.560,2,3.4400,-4.9777,0.267
8.560,3,4.2600,-2.7329,0.276
8.560,4,5.0800,1.6390,0.329
8.560,5,5.9000,0.2566,0.307
8.560,6,6.7200,2.3987,0.328
8.560,7,7.5400,1.8076,0.305
8.560,8,8.3600,5.6709,0.282
8.560,9,9.1800,-2.1543,0.278
8.560,10,10.0000,-8.8469,0.305
8.560,11,10.8200,-3.4961,0.275
8.560,12,11.6400,-6.0851,0.320
8.560,13,12.4600,2.3085,0.266
8.560,14,13.2800,2.4022,0.318
8.560,15,14.1000,2.0163,0.295
8.600,0,1.8000,-0.0016,0.299
8.600,1,2.6200,-5.8172,0.289
8.600,2,3.4400,-5.0328,0.267
8.600,3,4.2600,-2.7764,0.276
8.600,4,5.0800,1.6822,0.329
8.600,5,5.9000,0.2982,0.307
8.600,6,6.7200,2.4318,0.328
8.600,7,7.5400,1.8490,0.305
8.600,8,8.3600,5.7303,0.282
8.600,9,9.1800,-2.2017,0.278
8.600,10,10.0000,-8.9188,0.305
8.600,11,10.8200,-3.5423,0.275
8.600,12,11.6400,-6.1439,0.320
8.600,13,12.4600,2.3377,0.266
8.600,14,13.2800,2.4417,0.318
8.600,15,14.1000,2.0036,0.295
8.640,0,1.8000,0.0252,0.299
8.640,1,2.6200,-5.8743,0.289
8.640,2,3.4400,-5.0883,0.267
8.640,3,4.2600,-2.8201,0.276
8.640,4,5.0800,1.7256,0.329
8.640,5,5.9000,0.3401,0.307
8.640,6,6.7200,2.4651,0.328
8.640,7,7.5400,1.8907,0.305
8.640,8,8.3600,5.7899,0.282
8.640,9,9.1800,-2.2494,0.278
8.640,10,10.0000,-8.9911,0.305
8.640,11,10.8200,-3.5888,0.275
8.640,12,11.6400,-6.2030,0.320
8.640,13,12.4600,2.3671,0.266
8.640,14,13.2800,2.4815,0.318
8.640,15,14.1000,1.9907,0.295
8.680,0,1.8000,0.0522,0.299
8.680,1,2.6200,-5.9318,0.289
8.680,2,3.4400,-5.1441,0.267
8.680,3,4.2600,-2.8642,0.276
8.680,4,5.0800,1.7694,0.329
8.680,5,5.9000,0.3823,0.307
8.680,6,6.7200,2.4986,0.328
8.680,7,7.5400,1.9327,0.305
8.680,8,8.3600,5.8498,0.282
8.680,9,9.1800,-2.2974,0.278
8.680,10,10.0000,-9.0637,0.305
8.680,11,10.8200,-3.6356,0.275
8.680,12,11.6400,-6.2625,0.320
8.680,13,12.4600,2.3968,0.266
8.680,14,13.2800,2.5216,0.318
8.680,15,14.1000,1.9776,0.295
8.720,0,1.8000,0.0795,0.299
8.720,1,2.6200,-5.9895,0.289
8.720,2,3.4400,-5.2002,0.267
8.720,3,4.2600,-2.9086,0.276
8.720,4,5.0800,1.8135,0.329
8.720,5,5.9000,0.4248,0.307
8.720,6,6.7200,2.5323,0.328
8.720,7,7.5400,1.9750,0.305
8.720,8,8.3600,5.9100,0.282
8.720,9,9.1800,-2.3458,0.278
8.720,10,10.0000,-9.1366,0.305
8.720,11,10.8200,-3.6826,0.275
8.720,12,11.6400,-6.3223,0.320
8.720,13,12.4600,2.4266,0.266
8.720,14,13.2800,2.5620,0.318
8.720,15,14.1000,1.9643,0.295
8.760,0,1.8000,0.1069,0.299
8.760,1,2.6200,-6.0475,0.289
8.760,2,3.4400,-5.2566,0.267
8.760,3,4.2600,-2.9533,0.276
8.760,4,5.0800,1.8579,0.329
8.760,5,5.9000,0.4677,0.307
8.760,6,6.7200,2.5662,0.328
8.760,7,7.5400,2.0175,0.305
8.760,8,8.3600,5.9705,0.282
8.760,9,9.1800,-2.3945,0.278
8.760,10,10.0000,-9.2099,0.305
8.760,11,10.8200,-3.7299,0.275
8.760,12,11.6400,-6.3825,0.320
8.760,13,12.4600,2.4567,0.266
8.760,14,13.2800,2.6027,0.318
8.760,15,14.1000,1.9508,0.295
8.800,0,1.8000,0.1346,0.299
8.800,1,2.6200,-6.1058,0.289
8.800,2,3.4400,-5.3133,0.267
8.800,3,4.2600,-2.9982,0.276
8.800,4,5.0800,1.9026,0.329
8.800,5,5.9000,0.5108,0.307
8.800,6,6.7200,2.6002,0.328
8.800,7,7.5400,2.0604,0.305
8.800,8,8.3600,6.0313,0.282
8.800,9,9.1800,-2.4435,0.278
8.800,10,10.0000,-9.2835,0.305
8.800,11,10.8200,-3.7775,0.275
8.800,12,11.6400,-6.4430,0.320
8.800,13,12.4600,2.4870,0.266
8.800,14,13.2800,2.6437,0.318
8.800,15,14.1000,1.9371,0.295
8.840,0,1.8000,0.1625,0.299
8.840,1,2.6200,-6.1644,0.289
8.840,2,3.4400,-5.3704,0.267
8.840,3,4.2600,-3.0435,0.276
8.840,4,5.0800,1.9476,0.329
8.840,5,5.9000,0.5543,0.307
8.840,6,6.7200,2.6345,0.328
8.840,7,7.5400,2.1034,0.305
8.840,8,8.3600,6.0923,0.282
8.840,9,9.1800,-2.4928,0.278
8.840,10,10.0000,-9.3575,0.305
8.840,11,10.8200,-3.8254,0.275
8.840,12,11.6400,-6.5039,0.320
8.840,13,12.4600,2.5174,0.266
8.840,14,13.2800,2.6850,0.318
8.840,15,14.1000,1.9233,0.295
8.880,0,1.8000,0.1905,0.299
8.880,1,2.6200,-6.2232,0.289
8.880,2,3.4400,-5.4278,0.267
8.880,3,4.2600,-3.0891,0.276
8.880,4,5.0800,1.9929,0.329
8.880,5,5.9000,0.5980,0.307
8.880,6,6.7200,2.6690,0.328
8.880,7,7.5400,2.1468,0.305
8.880,8,8.3600,6.1536,0.282
8.880,9,9.1800,-2.5425,0.278
8.880,10,10.0000,-9.4318,0.305
8.880,11,10.8200,-3.8735,0.275
8.880,12,11.6400,-6.5651,0.320
8.880,13,12.4600,2.5481,0.266
8.880,14,13.2800,2.7266,0.318
8.880,15,14.1000,1.9093,0.295
8.920,0,1.8000,0.2189,0.299
8.920,1,2.6200,-6.2824,0.289
8.920,2,3.4400,-5.4855,0.267
8.920,3,4.2600,-3.1350,0.276
8.920,4,5.0800,2.0386,0.329
8.920,5,5.9000,0.6421,0.307
8.920,6,6.7200,2.7036,0.328
8.920,7,7.5400,2.1905,0.305
8.920,8,8.3600,6.2152,0.282
8.920,9,9.1800,-2.5925,0.278
8.920,10,10.0000,-9.5065,0.305
8.920,11,10.8200,-3.9219,0.275
8.920,12,11.6400,-6.6266,0.320
8.920,13,12.4600,2.5790,0.266
8.920,14,13.2800,2.7685,0.318
8.920,15,14.1000,1.8951,0.295
8.960,0,1.8000,0.2474,0.299
8.960,1,2.6200,-6.3418,0.289
8.960,2,3.4400,-5.5435,0.267
8.960,3,4.2600,-3.1812,0.276
8.960,4,5.0800,2.0845,0.329
8.960,5,5.9000,0.6865,0.307
8.960,6,6.7200,2.7385,0.328
8.960,7,7.5400,2.2344,0.305
8.960,8,8.3600,6.2771,0.282
8.960,9,9.1800,-2.6428,0.278
8.960,10,10.0000,-9.5815,0.305
8.960,11,10.8200,-3.9706,0.275
8.960,12,11.6400,-6.6885,0.320
8.960,13,12.4600,2.6102,0.266
8.960,14,13.2800,2.8107,0.318
8.960,15,14.1000,1.8807,0.295
9.000,0,1.8000,0.2761,0.299
9.000,1,2.6200,-6.4015,0.289
9.000,2,3.4400,-5.6018,0.267
9.000,3,4.2600,-3.2277,0.276
9.000,4,5.0800,2.1308,0.329
9.000,5,5.9000,0.7312,0.307
9.000,6,6.7200,2.7735,0.328
9.000,7,7.5400,2.2786,0.305
9.000,8,8.3600,6.3392,0.282
9.000,9,9.1800,-2.6934,0.278
9.000,10,10.0000,-9.6568,0.305
9.000,11,10.8200,-4.0196,0.275
9.000,12,11.6400,-6.7508,0.320
9.000,13,12.4600,2.6415,0.266
9.000,14,13.2800,2.8532,0.318
9.000,15,14.1000,1.8662,0.295
9.040,0,1.8000,0.3051,0.299
9.040,1,2.6200,-6.4615,0.289
9.040,2,3.4400,-5.6604,0.267
9.040,3,4.2600,-3.2745,0.276
9.040,4,5.0800,2.1774,0.329
9.040,5,5.9000,0.7762,0.307
9.040,6,6.7200,2.8088,0.328
9.040,7,7.5400,2.3231,0.305
9.040,8,8.3600,6.4016,0.282
9.040,9,9.1800,-2.7444,0.278
9.040,10,10.0000,-9.7325,0.305
9.040,11,10.8200,-4.0689,0.275
9.040,12,11.6400,-6.8134,0.320
9.040,13,12.4600,2.6730,0.266
9.040,14,13.2800,2.8960,0.318
9.040,15,14.1000,1.8514,0.295
9.080,0,1.8000,0.3342,0.299
9.080,1,2.6200,-6.5218,0.289
9.080,2,3.4400,-5.7194,0.267
9.080,3,4.2600,-3.3216,0.276
9.080,4,5.0800,2.2243,0.329
9.080,5,5.9000,0.8215,0.307
9.080,6,6.7200,2.8442,0.328
9.080,7,7.5400,2.3678,0.305
9.080,8,8.3600,6.4643,0.282
9.080,9,9.1800,-2.7957,0.278
9.080,10,10.0000,-9.8085,0.305
9.080,11,10.8200,-4.1184,0.275
9.080,12,11.6400,-6.8763,0.320
9.080,13,12.4600,2.7048,0.266
9.080,14,13.2800,2.9390,0.318
9.080,15,14.1000,1.8365,0.295
9.120,0,1.8000,0.3636,0.299
9.120,1,2.6200,-6.5824,0.289
9.120,2,3.4400,-5.7787,0.267
9.120,3,4.2600,-3.3691,0.276
9.120,4,5.0800,2.2715,0.329
9.120,5,5.9000,0.8671,0.307
9.120,6,6.7200,2.8798,0.328
9.120,7,7.5400,2.4129,0.305
9.120,8,8.3600,6.5273,0.282
9.120,9,9.1800,-2.8473,0.278
9.120,10,10.0000,-9.8849,0.305
9.120,11,10.8200,-4.1682,0.275
9.120,12,11.6400,-6.9396,0.320
9.120,13,12.4600,2.7368,0.266
9.120,14,13.2800,2.9824,0.318
9.120,15,14.1000,1.8214,0.295
9.160,0,1.8000,0.3932,0.299
9.160,1,2.6200,-6.6432,0.289
9.160,2,3.4400,-5.8383,0.267
9.160,3,4.2600,-3.4168,0.276
9.160,4,5.0800,2.3191,0.329
9.160,5,5.9000,0.9131,0.307
9.160,6,6.7200,2.9156,0.328
9.160,7,7.5400,2.4582,0.305
9.160,8,8.3600,6.5906,0.282
9.160,9,9.1800,-2.8992,0.278
9.160,10,10.0000,-9.9616,0.305
9.160,11,10.8200,-4.2183,0.275
9.160,12,11.6400,-7.0033,0.320
9.160,13,12.4600,2.7690,0.266
9.160,14,13.2800,3.0260,0.318
9.160,15,14.1000,1.8061,0.295
9.200,0,1.8000,0.4230,0.299
9.200,1,2.6200,-6.7044,0.289
9.200,2,3.4400,-5.8982,0.267
9.200,3,4.2600,-3.4648,0.276
9.200,4,5.0800,2.3669,0.329
9.200,5,5.9000,0.9593,0.307
9.200,6,6.7200,2.9516,0.328
9.200,7,7.5400,2.5038,0.305
9.200,8,8.3600,6.6541,0.282
9.200,9,9.1800,-2.9515,0.278
9.200,10,10.0000,-10.0386,0.305
9.200,11,10.8200,-4.2686,0.275
9.200,12,11.6400,-7.0673,0.320
9.200,13,12.4600,2.8014,0.266
9.200,14,13.2800,3.0700,0.318
9.200,15,14.1000,1.7906,0.295
9.240,0,1.8000,0.4531,0.299
9.240,1,2.6200,-6.7658,0.289
9.240,2,3.4400,-5.9585,0.267
9.240,3,4.2600,-3.5131,0.276
9.240,4,5.0800,2.4151,0.329
9.240,5,5.9000,1.0059,0.307
9.240,6,6.7200,2.9879,0.328
9.240,7,7.5400,2.5496,0.305
9.240,8,8.3600,6.7179,0.282
9.240,9,9.1800,-3.0041,0.278
9.240,10,10.0000,-10.1160,0.305
9.240,11,10.8200,-4.3193,0.275
9.240,12,11.6400,-7.1316,0.320
9.240,13,12.4600,2.8340,0.266
9.240,14,13.2800,3.1142,0.318
9.240,15,14.1000,1.7750,0.295
9.280,0,1.8000,0.4833,0.299
9.280,1,2.6200,-6.8275,0.289
9.280,2,3.4400,-6.0190,0.267
9.280,3,4.2600,-3.5618,0.276
9.280,4,5.0800,2.4636,0.329
9.280,5,5.9000,1.0527,0.307
9.280,6,6.7200,3.0243,0.328
9.280,7,7.5400,2.5958,0.305
9.280,8,8.3600,6.7820,0.282
9.280,9,9.1800,-3.0571,0.278
9.280,10,10.0000,-10.1937,0.305
9.280,11,10.8200,-4.3702,0.275
9.280,12,11.6400,-7.1963,0.320
9.280,13,12.4600,2.8668,0.266
9.280,14,13.2800,3.1588,0.318
9.280,15,14.1000,1.7592,0.295
9.320,0,1.8000,0.5138,0.299
9.320,1,2.6200,-6.8895,0.289
9.320,2,3.4400,-6.0799,0.267
9.320,3,4.2600,-3.6107,0.276
9.320,4,5.0800,2.5124,0.329
9.320,5,5.9000,1.0999,0.307
9.320,6,6.7200,3.0609,0.328
9.320,7,7.5400,2.6422,0.305
9.320,8,8.3600,6.8464,0.282
9.320,9,9.1800,-3.1103,0.278
9.320,10,10.0000,-10.2718,0.305
9.320,11,10.8200,-4.4214,0.275
9.320,12,11.6400,-7.2613,0.320
9.320,13,12.4600,2.8998,0.266
9.320,14,13.2800,3.2036,0.318
9.320,15,14.1000,1.7431,0.295
9.360,0,1.8000,0.5445,0.299
9.360,1,2.6200,-6.9518,0.289
9.360,2,3.4400,-6.1411,0.267
9.360,3,4.2600,-3.6600,0.276
9.360,4,5.0800,2.5615,0.329
9.360,5,5.9000,1.1474,0.307
9.360,6,6.7200,3.0976,0.328
9.360,7,7.5400,2.6889,0.305
9.360,8,8.3600,6.9110,0.282
9.360,9,9.1800,-3.1639,0.278
9.360,10,10.0000,-10.3502,0.305
9.360,11,10.8200,-4.4728,0.275
9.360,12,11.6400,-7.3267,0.320
9.360,13,12.4600,2.9331,0.266
9.360,14,13.2800,3.2488,0.318
9.360,15,14.1000,1.7269,0.295
9.400,0,1.8000,0.5753,0.299
9.400,1,2.6200,-7.0144,0.289
9.400,2,3.4400,-6.2026,0.267
9.400,3,4.2600,-3.7095,0.276
9.400,4,5.0800,2.6109,0.329
9.400,5,5.9000,1.1952,0.307
9.400,6,6.7200,3.1346,0.328
9.400,7,7.5400,2.7358,0.305
9.400,8,8.3600,6.9760,0.282
9.400,9,9.1800,-3.2178,0.278
9.400,10,10.0000,-10.4289,0.305
9.400,11,10.8200,-4.5246,0.275
9.400,12,11.6400,-7.3924,0.320
9.400,13,12.4600,2.9665,0.266
9.400,14,13.2800,3.2942,0.318
9.400,15,14.1000,1.7106,0.295
