t,hid,x,y,r
3.360,7,7.5400,-1.2268,0.305
3.360,8,8.3600,0.3223,0.282
3.360,9,9.1800,1.2195,0.278
3.360,10,10.0000,-2.3991,0.305
3.360,11,10.8200,0.1539,0.275
3.360,12,11.6400,-1.3948,0.320
3.360,13,12.4600,0.3181,0.266
3.360,14,13.2800,-0.2232,0.318
3.360,15,14.1000,2.1255,0.295
3.400,0,1.8000,-1.6559,0.299
3.400,1,2.6200,-0.8171,0.289
3.400,2,3.4400,-0.5317,0.267
3.400,3,4.2600,0.3234,0.276
3.400,4,5.0800,-1.2905,0.329
3.400,5,5.9000,-2.5154,0.307
3.400,6,6.7200,-0.2424,0.328
3.400,7,7.5400,-1.2213,0.305
3.400,8,8.3600,0.3455,0.282
3.400,9,9.1800,1.2146,0.278
3.400,10,10.0000,-2.4267,0.305
3.400,11,10.8200,0.1437,0.275
3.400,12,11.6400,-1.4085,0.320
3.400,13,12.4600,0.3197,0.266
3.400,14,13.2800,-0.2221,0.318
3.400,15,14.1000,2.1364,0.295
3.440,0,1.8000,-1.6570,0.299
3.440,1,2.6200,-0.8372,0.289
3.440,2,3.4400,-0.5458,0.267
3.440,3,4.2600,0.3192,0.276
3.440,4,5.0800,-1.2879,0.329
3.440,5,5.9000,-2.5137,0.307
3.440,6,6.7200,-0.2343,0.328
3.440,7,7.5400,-1.2155,0.305
3.440,8,8.3600,0.3690,0.282
3.440,9,9.1800,1.2094,0.278
3.440,10,10.0000,-2.4547,0.305
3.440,11,10.8200,0.1332,0.275
3.440,12,11.6400,-1.4225,0.320
3.440,13,12.4600,0.3215,0.266
3.440,14,13.2800,-0.2206,0.318
3.440,15,14.1000,2.1471,0.295
3.480,0,1.8000,-1.6579,0.299
3.480,1,2.6200,-0.8575,0.289
3.480,2,3.4400,-0.5602,0.267
3.480,3,4.2600,0.3147,0.276
3.480,4,5.0800,-1.2850,0.329
3.480,5,5.9000,-2.5118,0.307
3.480,6,6.7200,-0.2261,0.328
3.480,7,7.5400,-1.2094,0.305
3.480,8,8.3600,0.3927,0.282
3.480,9,9.1800,1.2039,0.278
3.480,10,10.0000,-2.4830,0.305
3.480,11,10.8200,0.1224,0.275
3.480,12,11.6400,-1.4370,0.320
3.480,13,12.4600,0.3236,0.266
3.480,14,13.2800,-0.2189,0.318
3.480,15,14.1000,2.1576,0.295
3.520,0,1.8000,-1.6586,0.299
3.520,1,2.6200,-0.8781,0.289
3.520,2,3.4400,-0.5749,0.267
3.520,3,4.2600,0.3098,0.276
3.520,4,5.0800,-1.2818,0.329
3.520,5,5.9000,-2.5094,0.307
3.520,6,6.7200,-0.2177,0.328
3.520,7,7.5400,-1.2030,0.305
3.520,8,8.3600,0.4168,0.282
3.520,9,9.1800,1.1981,0.278
3.520,10,10.0000,-2.5116,0.305
3.520,11,10.8200,0.1113,0.275
3.520,12,11.6400,-1.4517,0.320
3.520,13,12.4600,0.3258,0.266
3.520,14,13.2800,-0.2168,0.318
3.520,15,14.1000,2.1680,0.295
3.560,0,1.8000,-1.6591,0.299
3.560,1,2.6200,-0.8991,0.289
3.560,2,3.4400,-0.5900,0.267
3.560,3,4.2600,0.3047,0.276
3.560,4,5.0800,-1.2783,0.329
3.560,5,5.9000,-2.5068,0.307
3.560,6,6.7200,-0.2091,0.328
3.560,7,7.5400,-1.1964,0.305
3.560,8,8.3600,0.4411,0.282
3.560,9,9.1800,1.1919,0.278
3.560,10,10.0000,-2.5406,0.305
3.560,11,10.8200,0.1000,0.275
3.560,12,11.6400,-1.4668,0.320
3.560,13,12.4600,0.3283,0.266
3.560,14,13.2800,-0.2145,0.318
3.560,15,14.1000,2.1781,0.295
3.600,0,1.8000,-1.6594,0.299
3.600,1,2.6200,-0.9203,0.289
3.600,2,3.4400,-0.6053,0.267
3.600,3,4.2600,0.2993,0.276
3.600,4,5.0800,-1.2744,0.329
3.600,5,5.9000,-2.5039,0.307
3.600,6,6.7200,-0.2002,0.328
3.600,7,7.5400,-1.1895,0.305
3.600,8,8.3600,0.4657,0.282
3.600,9,9.1800,1.1854,0.278
3.600,10,10.0000,-2.5699,0.305
3.600,11,10.8200,0.0884,0.275
3.600,12,11.6400,-1.4823,0.320
3.600,13,12.4600,0.3310,0.266
3.600,14,13.2800,-0.2119,0.318
3.600,15,14.1000,2.1881,0.295
3.640,0,1.8000,-1.6595,0.299
3.640,1,2.6200,-0.9417,0.289
3.640,2,3.4400,-0.6210,0.267
3.640,3,4.2600,0.2935,0.276
3.640,4,5.0800,-1.2702,0.329
3.640,5,5.9000,-2.5007,0.307
3.640,6,6.7200,-0.1912,0.328
3.640,7,7.5400,-1.1823,0.305
3.640,8,8.3600,0.4905,0.282
3.640,9,9.1800,1.1786,0.278
3.640,10,10.0000,-2.5995,0.305
3.640,11,10.8200,0.0765,0.275
3.640,12,11.6400,-1.4981,0.320
3.640,13,12.4600,0.3339,0.266
3.640,14,13.2800,-0.2089,0.318
3.640,15,14.1000,2.1979,0.295
3.680,0,1.8000,-1.6593,0.299
3.680,1,2.6200,-0.9635,0.289
3.680,2,3.4400,-0.6370,0.267
3.680,3,4.2600,0.2875,0.276
3.680,4,5.0800,-1.2657,0.329
3.680,5,5.9000,-2.4971,0.307
3.680,6,6.7200,-0.1820,0.328
3.680,7,7.5400,-1.1749,0.305
3.680,8,8.3600,0.5157,0.282
3.680,9,9.1800,1.1714,0.278
3.680,10,10.0000,-2.6295,0.305
3.680,11,10.8200,0.0643,0.275
3.680,12,11.6400,-1.5142,0.320
3.680,13,12.4600,0.3370,0.266
3.680,14,13.2800,-0.2057,0.318
3.680,15,14.1000,2.2075,0.295
3.720,0,1.8000,-1.6590,0.299
3.720,1,2.6200,-0.9856,0.289
3.720,2,3.4400,-0.6534,0.267
3.720,3,4.2600,0.2811,0.276
3.720,4,5.0800,-1.2610,0.329
3.720,5,5.9000,-2.4933,0.307
3.720,6,6.7200,-0.1726,0.328
3.720,7,7.5400,-1.1672,0.305
3.720,8,8.3600,0.5411,0.282
3.720,9,9.1800,1.1639,0.278
3.720,10,10.0000,-2.6599,0.305
3.720,11,10.8200,0.0519,0.275
3.720,12,11.6400,-1.5307,0.320
3.720,13,12.4600,0.3403,0.266
3.720,14,13.2800,-0.2022,0.318
3.720,15,14.1000,2.2169,0.295
3.760,0,1.8000,-1.6584,0.299
3.760,1,2.6200,-1.0079,0.289
3.760,2,3.4400,-0.6700,0.267
3.760,3,4.2600,0.2744,0.276
3.760,4,5.0800,-1.2558,0.329
3.760,5,5.9000,-2.4891,0.307
3.760,6,6.7200,-0.1630,0.328
3.760,7,7.5400,-1.1592,0.305
3.760,8,8.3600,0.5668,0.282
3.760,9,9.1800,1.1561,0.278
3.760,10,10.0000,-2.6905,0.305
3.760,11,10.8200,0.0392,0.275
3.760,12,11.6400,-1.5476,0.320
3.760,13,12.4600,0.3439,0.266
3.760,14,13.2800,-0.1984,0.318
3.760,15,14.1000,2.2262,0.295
3.800,0,1.8000,-1.6576,0.299
3.800,1,2.6200,-1.0305,0.289
3.800,2,3.4400,-0.6870,0.267
3.800,3,4.2600,0.2675,0.276
3.800,4,5.0800,-1.2504,0.329
3.800,5,5.9000,-2.4847,0.307
3.800,6,6.7200,-0.1532,0.328
3.800,7,7.5400,-1.1509,0.305
3.800,8,8.3600,0.5928,0.282
3.800,9,9.1800,1.1480,0.278
3.800,10,10.0000,-2.7216,0.305
3.800,11,10.8200,0.0262,0.275
3.800,12,11.6400,-1.5647,0.320
3.800,13,12.4600,0.3476,0.266
3.800,14,13.2800,-0.1943,0.318
3.800,15,14.1000,2.2352,0.295
3.840,0,1.8000,-1.6566,0.299
3.840,1,2.6200,-1.0535,0.289
3.840,2,3.4400,-0.7043,0.267
3.840,3,4.2600,0.2602,0.276
3.840,4,5.0800,-1.2447,0.329
3.840,5,5.9000,-2.4799,0.307
3.840,6,6.7200,-0.1432,0.328
3.840,7,7.5400,-1.1423,0.305
3.840,8,8.3600,0.6191,0.282
3.840,9,9.1800,1.1396,0.278
3.840,10,10.0000,-2.7529,0.305
3.840,11,10.8200,0.0129,0.275
3.840,12,11.6400,-1.5823,0.320
3.840,13,12.4600,0.3516,0.266
3.840,14,13.2800,-0.1899,0.318
3.840,15,14.1000,2.2441,0.295
3.880,0,1.8000,-1.6553,0.299
3.880,1,2.6200,-1.0767,0.289
3.880,2,3.4400,-0.7219,0.267
3.880,3,4.2600,0.2526,0.276
3.880,4,5.0800,-1.2386,0.329
3.880,5,5.9000,-2.4748,0.307
3.880,6,6.7200,-0.1331,0.328
3.880,7,7.5400,-1.1335,0.305
3.880,8,8.3600,0.6456,0.282
3.880,9,9.1800,1.1308,0.278
3.880,10,10.0000,-2.7846,0.305
3.880,11,10.8200,-0.0006,0.275
3.880,12,11.6400,-1.6002,0.320
3.880,13,12.4600,0.3557,0.266
3.880,14,13.2800,-0.1852,0.318
3.880,15,14.1000,2.2528,0.295
3.920,0,1.8000,-1.6539,0.299
3.920,1,2.6200,-1.1001,0.289
3.920,2,3.4400,-0.7398,0.267
3.920,3,4.2600,0.2448,0.276
3.920,4,5.0800,-1.2322,0.329
3.920,5,5.9000,-2.4694,0.307
3.920,6,6.7200,-0.1227,0.328
3.920,7,7.5400,-1.1244,0.305
3.920,8,8.3600,0.6724,0.282
3.920,9,9.1800,1.1217,0.278
3.920,10,10.0000,-2.8167,0.305
3.920,11,10.8200,-0.0145,0.275
3.920,12,11.6400,-1.6184,0.320
3.920,13,12.4600,0.3601,0.266
3.920,14,13.2800,-0.1802,0.318
3.920,15,14.1000,2.2613,0.295
3.960,0,1.8000,-1.6523,0.299
3.960,1,2.6200,-1.1239,0.289
3.960,2,3.4400,-0.7580,0.267
3.960,3,4.2600,0.2366,0.276
3.960,4,5.0800,-1.2256,0.329
3.960,5,5.9000,-2.4637,0.307
3.960,6,6.7200,-0.1121,0.328
3.960,7,7.5400,-1.1150,0.305
3.960,8,8.3600,0.6995,0.282
3.960,9,9.1800,1.1122,0.278
3.960,10,10.0000,-2.8491,0.305
3.960,11,10.8200,-0.0286,0.275
3.960,12,11.6400,-1.6370,0.320
3.960,13,12.4600,0.3647,0.266
3.960,14,13.2800,-0.1749,0.318
3.960,15,14.1000,2.2697,0.295
4.000,0,1.8000,-1.6504,0.299
4.000,1,2.6200,-1.1480,0.289
4.000,2,3.4400,-0.7766,0.267
4.000,3,4.2600,0.2281,0.276
4.000,4,5.0800,-1.2186,0.329
4.000,5,5.9000,-2.4577,0.307
4.000,6,6.7200,-0.1014,0.328
4.000,7,7.5400,-1.1053,0.305
4.000,8,8.3600,0.7269,0.282
4.000,9,9.1800,1.1025,0.278
4.000,10,10.0000,-2.8818,0.305
4.000,11,10.8200,-0.0429,0.275
4.000,12,11.6400,-1.6559,0.320
4.000,13,12.4600,0.3695,0.266
4.000,14,13.2800,-0.1693,0.318
4.000,15,14.1000,2.2778,0.295
4.040,0,1.8000,-1.6483,0.299
4.040,1,2.6200,-1.1723,0.289
4.040,2,3.4400,-0.7954,0.267
4.040,3,4.2600,0.2193,0.276
4.040,4,5.0800,-1.2113,0.329
4.040,5,5.9000,-2.4513,0.307
4.040,6,6.7200,-0.0904,0.328
4.040,7,7.5400,-1.0954,0.305
4.040,8,8.3600,0.7545,0.282
4.040,9,9.1800,1.0924,0.278
4.040,10,10.0000,-2.9148,0.305
4.040,11,10.8200,-0.0576,0.275
4.040,12,11.6400,-1.6751,0.320
4.040,13,12.4600,0.3745,0.266
4.040,14,13.2800,-0.1634,0.318
4.040,15,14.1000,2.2858,0.295
4.080,0,1.8000,-1.6460,0.299
4.080,1,2.6200,-1.1969,0.289
4.080,2,3.4400,-0.8146,0.267
4.080,3,4.2600,0.2102,0.276
4.080,4,5.0800,-1.2036,0.329
4.080,5,5.9000,-2.4447,0.307
4.080,6,6.7200,-0.0793,0.328
4.080,7,7.5400,-1.0852,0.305
4.080,8,8.3600,0.7825,0.282
4.080,9,9.1800,1.0819,0.278
4.080,10,10.0000,-2.9482,0.305
4.080,11,10.8200,-0.0725,0.275
4.080,12,11.6400,-1.6948,0.320
4.080,13,12.4600,0.3798,0.266
4.080,14,13.2800,-0.1572,0.318
4.080,15,14.1000,2.2936,0.295
4.120,0,1.8000,-1.6435,0.299
4.120,1,2.6200,-1.2218,0.289
4.120,2,3.4400,-0.8341,0.267
4.120,3,4.2600,0.2008,0.276
4.120,4,5.0800,-1.1957,0.329
4.120,5,5.9000,-2.4378,0.307
4.120,6,6.7200,-0.0679,0.328
4.120,7,7.5400,-1.0747,0.305
4.120,8,8.3600,0.8107,0.282
4.120,9,9.1800,1.0712,0.278
4.120,10,10.0000,-2.9820,0.305
4.120,11,10.8200,-0.0877,0.275
4.120,12,11.6400,-1.7147,0.320
4.120,13,12.4600,0.3852,0.266
4.120,14,13.2800,-0.1507,0.318
4.120,15,14.1000,2.3012,0.295
4.160,0,1.8000,-1.6408,0.299
4.160,1,2.6200,-1.2470,0.289
4.160,2,3.4400,-0.8540,0.267
4.160,3,4.2600,0.1911,0.276
4.160,4,5.0800,-1.1874,0.329
4.160,5,5.9000,-2.4305,0.307
4.160,6,6.7200,-0.0564,0.328
4.160,7,7.5400,-1.0639,0.305
4.160,8,8.3600,0.8392,0.282
4.160,9,9.1800,1.0601,0.278
4.160,10,10.0000,-3.0161,0.305
4.160,11,10.8200,-0.1032,0.275
4.160,12,11.6400,-1.7350,0.320
4.160,13,12.4600,0.3909,0.266
4.160,14,13.2800,-0.1440,0.318
4.160,15,14.1000,2.3086,0.295
4.200,0,1.8000,-1.6378,0.299
4.200,1,2.6200,-1.2725,0.289
4.200,2,3.4400,-0.8741,0.267
4.200,3,4.2600,0.1811,0.276
4.200,4,5.0800,-1.1789,0.329
4.200,5,5.9000,-2.4229,0.307
4.200,6,6.7200,-0.0446,0.328
4.200,7,7.5400,-1.0529,0.305
4.200,8,8.3600,0.8679,0.282
4.200,9,9.1800,1.0487,0.278
4.200,10,10.0000,-3.0505,0.305
4.200,11,10.8200,-0.1190,0.275
4.200,12,11.6400,-1.7557,0.320
4.200,13,12.4600,0.3967,0.266
4.200,14,13.2800,-0.1369,0.318
4.200,15,14.1000,2.3159,0.295
4.240,0,1.8000,-1.6347,0.299
4.240,1,2.6200,-1.2983,0.289
4.240,2,3.4400,-0.8946,0.267
4.240,3,4.2600,0.1708,0.276
4.240,4,5.0800,-1.1700,0.329
4.240,5,5.9000,-2.4151,0.307
4.240,6,6.7200,-0.0327,0.328
4.240,7,7.5400,-1.0415,0.305
4.240,8,8.3600,0.8970,0.282
4.240,9,9.1800,1.0370,0.278
4.240,10,10.0000,-3.0853,0.305
4.240,11,10.8200,-0.1350,0.275
4.240,12,11.6400,-1.7767,0.320
4.240,13,12.4600,0.4028,0.266
4.240,14,13.2800,-0.1296,0.318
4.240,15,14.1000,2.3229,0.295
4.280,0,1.8000,-1.6313,0.299
4.280,1,2.6200,-1.3243,0.289
4.280,2,3.4400,-0.9154,0.267
4.280,3,4.2600,0.1602,0.276
4.280,4,5.0800,-1.1608,0.329
4.280,5,5.9000,-2.4069,0.307
4.280,6,6.7200,-0.0206,0.328
4.280,7,7.5400,-1.0299,0.305
4.280,8,8.3600,0.9263,0.282
4.280,9,9.1800,1.0249,0.278
4.280,10,10.0000,-3.1204,0.305
4.280,11,10.8200,-0.1513,0.275
4.280,12,11.6400,-1.7980,0.320
4.280,13,12.4600,0.4091,0.266
4.280,14,13.2800,-0.1219,0.318
4.280,15,14.1000,2.3298,0.295
4.320,0,1.8000,-1.6277,0.299
4.320,1,2.6200,-1.3507,0.289
4.320,2,3.4400,-0.9365,0.267
4.320,3,4.2600,0.1493,0.276
4.320,4,5.0800,-1.1513,0.329
4.320,5,5.9000,-2.3984,0.307
4.320,6,6.7200,-0.0083,0.328
4.320,7,7.5400,-1.0181,0.305
4.320,8,8.3600,0.9559,0.282
4.320,9,9.1800,1.0126,0.278
4.320,10,10.0000,-3.1558,0.305
4.320,11,10.8200,-0.1679,0.275
4.320,12,11.6400,-1.8197,0.320
4.320,13,12.4600,0.4156,0.266
4.320,14,13.2800,-0.1140,0.318
4.320,15,14.1000,2.3365,0.295
4.360,0,1.8000,-1.6239,0.299
4.360,1,2.6200,-1.3773,0.289
4.360,2,3.4400,-0.9579,0.267
4.360,3,4.2600,0.1381,0.276
4.360,4,5.0800,-1.1414,0.329
4.360,5,5.9000,-2.3896,0.307
4.360,6,6.7200,0.0042,0.328
4.360,7,7.5400,-1.0059,0.305
4.360,8,8.3600,0.9858,0.282
4.360,9,9.1800,0.9998,0.278
4.360,10,10.0000,-3.1916,0.305
4.360,11,10.8200,-0.1848,0.275
4.360,12,11.6400,-1.8418,0.320
4.360,13,12.4600,0.4223,0.266
4.360,14,13.2800,-0.1057,0.318
4.360,15,14.1000,2.3430,0.295
4.400,0,1.8000,-1.6199,0.299
4.400,1,2.6200,-1.4042,0.289
4.400,2,3.4400,-0.9796,0.267
4.400,3,4.2600,0.1265,0.276
4.400,4,5.0800,-1.1313,0.329
4.400,5,5.9000,-2.3805,0.307
4.400,6,6.7200,0.0169,0.328
4.400,7,7.5400,-0.9935,0.305
4.400,8,8.3600,1.0159,0.282
4.400,9,9.1800,0.9868,0.278
4.400,10,10.0000,-3.2278,0.305
4.400,11,10.8200,-0.2019,0.275
4.400,12,11.6400,-1.8641,0.320
4.400,13,12.4600,0.4292,0.266
4.400,14,13.2800,-0.0972,0.318
4.400,15,14.1000,2.3494,0.295
4.440,0,1.8000,-1.6156,0.299
4.440,1,2.6200,-1.4314,0.289
4.440,2,3.4400,-1.0017,0.267
4.440,3,4.2600,0.1147,0.276
4.440,4,5.0800,-1.1208,0.329
4.440,5,5.9000,-2.3711,0.307
4.440,6,6.7200,0.0298,0.328
4.440,7,7.5400,-0.9808,0.305
4.440,8,8.3600,1.0464,0.282
4.440,9,9.1800,0.9735,0.278
4.440,10,10.0000,-3.2642,0.305
4.440,11,10.8200,-0.2194,0.275
4.440,12,11.6400,-1.8869,0.320
4.440,13,12.4600,0.4364,0.266
4.440,14,13.2800,-0.0883,0.318
4.440,15,14.1000,2.3555,0.295
4.480,0,1.8000,-1.6112,0.299
4.480,1,2.6200,-1.4589,0.289
4.480,2,3.4400,-1.0241,0.267
4.480,3,4.2600,0.1026,0.276
4.480,4,5.0800,-1.1101,0.329
4.480,5,5.9000,-2.3613,0.307
4.480,6,6.7200,0.0429,0.328
4.480,7,7.5400,-0.9678,0.305
4.480,8,8.3600,1.0771,0.282
4.480,9,9.1800,0.9598,0.278
4.480,10,10.0000,-3.3010,0.305
4.480,11,10.8200,-0.2371,0.275
4.480,12,11.6400,-1.9100,0.320
4.480,13,12.4600,0.4437,0.266
4.480,14,13.2800,-0.0792,0.318
4.480,15,14.1000,2.3615,0.295
4.520,0,1.8000,-1.6065,0.299
4.520,1,2.6200,-1.4867,0.289
4.520,2,3.4400,-1.0467,0.267
4.520,3,4.2600,0.0901,0.276
4.520,4,5.0800,-1.0990,0.329
4.520,5,5.9000,-2.3513,0.307
4.520,6,6.7200,0.0562,0.328
4.520,7,7.5400,-0.9546,0.305
4.520,8,8.3600,1.1081,0.282
4.520,9,9.1800,0.9457,0.278
4.520,10,10.0000,-3.3382,0.305
4.520,11,10.8200,-0.2550,0.275
4.520,12,11.6400,-1.9334,0.320
4.520,13,12.4600,0.4513,0.266
4.520,14,13.2800,-0.0698,0.318
4.520,15,14.1000,2.3673,0.295
4.560,0,1.8000,-1.6016,0.299
4.560,1,2.6200,-1.5147,0.289
4.560,2,3.4400,-1.0698,0.267
4.560,3,4.2600,0.0774,0.276
4.560,4,5.0800,-1.0876,0.329
4.560,5,5.9000,-2.3409,0.307
4.560,6,6.7200,0.0697,0.328
4.560,7,7.5400,-0.9410,0.305
4.560,8,8.3600,1.1393,0.282
4.560,9,9.1800,0.9314,0.278
4.560,10,10.0000,-3.3757,0.305
4.560,11,10.8200,-0.2733,0.275
4.560,12,11.6400,-1.9572,0.320
4.560,13,12.4600,0.4591,0.266
4.560,14,13.2800,-0.0601,0.318
4.560,15,14.1000,2.3729,0.295
4.600,0,1.8000,-1.5966,0.299
4.600,1,2.6200,-1.5430,0.289
4.600,2,3.4400,-1.0931,0.267
4.600,3,4.2600,0.0643,0.276
4.600,4,5.0800,-1.0759,0.329
4.600,5,5.9000,-2.3303,0.307
4.600,6,6.7200,0.0834,0.328
4.600,7,7.5400,-0.9272,0.305
4.600,8,8.3600,1.1709,0.282
4.600,9,9.1800,0.9167,0.278
4.600,10,10.0000,-3.4135,0.305
4.600,11,10.8200,-0.2918,0.275
4.600,12,11.6400,-1.9813,0.320
4.600,13,12.4600,0.4671,0.266
4.600,14,13.2800,-0.0501,0.318
4.600,15,14.1000,2.3783,0.295
4.640,0,1.8000,-1.5912,0.299
4.640,1,2.6200,-1.5717,0.289
4.640,2,3.4400,-1.1167,0.267
4.640,3,4.2600,0.0510,0.276
4.640,4,5.0800,-1.0639,0.329
4.640,5,5.9000,-2.3193,0.307
4.640,6,6.7200,0.0972,0.328
4.640,7,7.5400,-0.9131,0.305
4.640,8,8.3600,1.2027,0.282
4.640,9,9.1800,0.9017,0.278
4.640,10,10.0000,-3.4517,0.305
4.640,11,10.8200,-0.3106,0.275
4.640,12,11.6400,-2.0057,0.320
4.640,13,12.4600,0.4753,0.266
4.640,14,13.2800,-0.0398,0.318
4.640,15,14.1000,2.3836,0.295
4.680,0,1.8000,-1.5857,0.299
4.680,1,2.6200,-1.6006,0.289
4.680,2,3.4400,-1.1407,0.267
4.680,3,4.2600,0.0373,0.276
4.680,4,5.0800,-1.0515,0.329
4.680,5,5.9000,-2.3080,0.307
4.680,6,6.7200,0.1113,0.328
4.680,7,7.5400,-0.8988,0.305
4.680,8,8.3600,1.2348,0.282
4.680,9,9.1800,0.8864,0.278
4.680,10,10.0000,-3.4902,0.305
4.680,11,10.8200,-0.3297,0.275
4.680,12,11.6400,-2.0306,0.320
4.680,13,12.4600,0.4837,0.266
4.680,14,13.2800,-0.0292,0.318
4.680,15,14.1000,2.3887,0.295
4.720,0,1.8000,-1.5800,0.299
4.720,1,2.6200,-1.6298,0.289
4.720,2,3.4400,-1.1650,0.267
4.720,3,4.2600,0.0234,0.276
4.720,4,5.0800,-1.0389,0.329
4.720,5,5.9000,-2.2965,0.307
4.720,6,6.7200,0.1255,0.328
4.720,7,7.5400,-0.8841,0.305
4.720,8,8.3600,1.2672,0.282
4.720,9,9.1800,0.8708,0.278
4.720,10,10.0000,-3.5291,0.305
4.720,11,10.8200,-0.3491,0.275
4.720,12,11.6400,-2.0557,0.320
4.720,13,12.4600,0.4923,0.266
4.720,14,13.2800,-0.0183,0.318
4.720,15,14.1000,2.3935,0.295
4.760,0,1.8000,-1.5740,0.299
4.760,1,2.6200,-1.6592,0.289
4.760,2,3.4400,-1.1896,0.267
4.760,3,4.2600,0.0091,0.276
4.760,4,5.0800,-1.0259,0.329
4.760,5,5.9000,-2.2846,0.307
4.760,6,6.7200,0.1400,0.328
4.760,7,7.5400,-0.8692,0.305
4.760,8,8.3600,1.2999,0.282
4.760,9,9.1800,0.8548,0.278
4.760,10,10.0000,-3.5683,0.305
4.760,11,10.8200,-0.3687,0.275
4.760,12,11.6400,-2.0812,0.320
4.760,13,12.4600,0.5011,0.266
4.760,14,13.2800,-0.0071,0.318
4.760,15,14.1000,2.3982,0.295
4.800,0,1.8000,-1.5679,0.299
4.800,1,2.6200,-1.6890,0.289
4.800,2,3.4400,-1.2145,0.267
4.800,3,4.2600,-0.0055,0.276
4.800,4,5.0800,-1.0126,0.329
4.800,5,5.9000,-2.2724,0.307
4.800,6,6.7200,0.1546,0.328
4.800,7,7.5400,-0.8540,0.305
4.800,8,8.3600,1.3328,0.282
4.800,9,9.1800,0.8385,0.278
4.800,10,10.0000,-3.6078,0.305
4.800,11,10.8200,-0.3886,0.275
4.800,12,11.6400,-2.1071,0.320
4.800,13,12.4600,0.5102,0.266
4.800,14,13.2800,0.0044,0.318
4.800,15,14.1000,2.4028,0.295
4.840,0,1.8000,-1.5615,0.299
4.840,1,2.6200,-1.7190,0.289
4.840,2,3.4400,-1.2397,0.267
4.840,3,4.2600,-0.0203,0.276
4.840,4,5.0800,-0.9990,0.329
4.840,5,5.9000,-2.2598,0.307
4.840,6,6.7200,0.1695,0.328
4.840,7,7.5400,-0.8386,0.305
4.840,8,8.3600,1.3660,0.282
4.840,9,9.1800,0.8218,0.278
4.840,10,10.0000,-3.6477,0.305
4.840,11,10.8200,-0.4088,0.275
4.840,12,11.6400,-2.1333,0.320
4.840,13,12.4600,0.5195,0.266
4.840,14,13.2800,0.0162,0.318
4.840,15,14.1000,2.4071,0.295
4.880,0,1.8000,-1.5549,0.299
4.880,1,2.6200,-1.7494,0.289
4.880,2,3.4400,-1.2653,0.267
4.880,3,4.2600,-0.0355,0.276
4.880,4,5.0800,-0.9851,0.329
4.880,5,5.9000,-2.2470,0.307
4.880,6,6.7200,0.1845,0.328
4.880,7,7.5400,-0.8228,0.305
4.880,8,8.3600,1.3995,0.282
4.880,9,9.1800,0.8049,0.278
4.880,10,10.0000,-3.6879,0.305
4.880,11,10.8200,-0.4293,0.275
4.880,12,11.6400,-2.1598,0.320
4.880,13,12.4600,0.5289,0.266
4.880,14,13.2800,0.0283,0.318
4.880,15,14.1000,2.4113,0.295
4.920,0,1.8000,-1.5481,0.299
4.920,1,2.6200,-1.7800,0.289
4.920,2,3.4400,-1.2912,0.267
4.920,3,4.2600,-0.0510,0.276
4.920,4,5.0800,-0.9709,0.329
4.920,5,5.9000,-2.2339,0.307
4.920,6,6.7200,0.1998,0.328
4.920,7,7.5400,-0.8068,0.305
4.920,8,8.3600,1.4333,0.282
4.920,9,9.1800,0.7876,0.278
4.920,10,10.0000,-3.7285,0.305
4.920,11,10.8200,-0.4500,0.275
4.920,12,11.6400,-2.1867,0.320
4.920,13,12.4600,0.5386,0.266
4.920,14,13.2800,0.0407,0.318
4.920,15,14.1000,2.4152,0.295
4.960,0,1.8000,-1.5410,0.299
4.960,1,2.6200,-1.8109,0.289
4.960,2,3.4400,-1.3174,0.267
4.960,3,4.2600,-0.0668,0.276
4.960,4,5.0800,-0.9563,0.329
4.960,5,5.9000,-2.2204,0.307
4.960,6,6.7200,0.2152,0.328
4.960,7,7.5400,-0.7905,0.305
4.960,8,8.3600,1.4673,0.282
4.960,9,9.1800,0.7700,0.278
4.960,10,10.0000,-3.7694,0.305
4.960,11,10.8200,-0.4710,0.275
4.960,12,11.6400,-2.2140,0.320
4.960,13,12.4600,0.5485,0.266
4.960,14,13.2800,0.0533,0.318
4.960,15,14.1000,2.4190,0.295
5.000,0,1.8000,-1.5338,0.299
5.000,1,2.6200,-1.8421,0.289
5.000,2,3.4400,-1.3439,0.267
5.000,3,4.2600,-0.0829,0.276
5.000,4,5.0800,-0.9415,0.329
5.000,5,5.9000,-2.2067,0.307
5.000,6,6.7200,0.2308,0.328
5.000,7,7.5400,-0.7739,0.305
5.000,8,8.3600,1.5017,0.282
5.000,9,9.1800,0.7520,0.278
5.000,10,10.0000,-3.8107,0.305
5.000,11,10.8200,-0.4923,0.275
5.000,12,11.6400,-2.2415,0.320
5.000,13,12.4600,0.5586,0.266
5.000,14,13.2800,0.0663,0.318
5.000,15,14.1000,2.4226,0.295
5.040,0,1.8000,-1.5263,0.299
5.040,1,2.6200,-1.8735,0.289
5.040,2,3.4400,-1.3707,0.267
5.040,3,4.2600,-0.0992,0.276
5.040,4,5.0800,-0.9263,0.329
5.040,5,5.9000,-2.1926,0.307
5.040,6,6.7200,0.2466,0.328
5.040,7,7.5400,-0.7571,0.305
5.040,8,8.3600,1.5363,0.282
5.040,9,9.1800,0.7338,0.278
5.040,10,10.0000,-3.8522,0.305
5.040,11,10.8200,-0.5139,0.275
